wall_time,room_id,e2e_send_ts,e2e_sink_arrival_ts,e2e_latency_ms,topic
1776760354.132,room_06,1776760354.13,1776760354.132,2.4,room_temperature_mp
1776760354.233,room_07,1776760354.231,1776760354.233,2.219,room_temperature_mp
1776760354.339,room_08,1776760354.332,1776760354.339,6.938,room_temperature_mp
1776760354.446,room_09,1776760354.437,1776760354.446,8.612,room_temperature_mp
1776760354.54,room_10,1776760354.538,1776760354.54,2.236,room_temperature_mp
1776760354.641,room_11,1776760354.639,1776760354.641,2.009,room_temperature_mp
1776760354.743,room_12,1776760354.741,1776760354.743,2.205,room_temperature_mp
1776760354.846,room_13,1776760354.843,1776760354.846,2.408,room_temperature_mp
1776760354.949,room_14,1776760354.947,1776760354.949,2.651,room_temperature_mp
1776760355.05,room_15,1776760355.048,1776760355.05,1.967,room_temperature_mp
1776760355.153,room_01,1776760355.148,1776760355.153,4.932,room_temperature_mp
1776760355.255,room_02,1776760355.249,1776760355.255,5.771,room_temperature_mp
1776760355.358,room_03,1776760355.351,1776760355.358,6.89,room_temperature_mp
1776760355.459,room_04,1776760355.452,1776760355.459,6.987,room_temperature_mp
1776760355.556,room_05,1776760355.553,1776760355.556,2.902,room_temperature_mp
1776760355.665,room_06,1776760355.655,1776760355.665,10.203,room_temperature_mp
1776760355.762,room_07,1776760355.759,1776760355.762,3.391,room_temperature_mp
1776760355.865,room_08,1776760355.861,1776760355.865,4.414,room_temperature_mp
1776760355.969,room_09,1776760355.966,1776760355.969,3.055,room_temperature_mp
1776760356.072,room_10,1776760356.067,1776760356.072,4.926,room_temperature_mp
1776760356.17,room_11,1776760356.168,1776760356.17,1.812,room_temperature_mp
1776760356.272,room_12,1776760356.27,1776760356.272,1.937,room_temperature_mp
1776760356.375,room_13,1776760356.373,1776760356.375,1.789,room_temperature_mp
1776760356.478,room_14,1776760356.475,1776760356.478,2.525,room_temperature_mp
1776760356.578,room_15,1776760356.576,1776760356.578,2.043,room_temperature_mp
1776760356.682,room_01,1776760356.68,1776760356.682,1.956,room_temperature_mp
1776760356.788,room_02,1776760356.782,1776760356.788,6.159,room_temperature_mp
1776760356.89,room_03,1776760356.884,1776760356.89,5.934,room_temperature_mp
1776760356.987,room_04,1776760356.985,1776760356.987,2.363,room_temperature_mp
1776760357.089,room_05,1776760357.087,1776760357.089,2.308,room_temperature_mp
1776760357.192,room_06,1776760357.19,1776760357.192,2.412,room_temperature_mp
1776760357.293,room_07,1776760357.291,1776760357.293,2.232,room_temperature_mp
1776760357.396,room_08,1776760357.392,1776760357.396,3.962,room_temperature_mp
1776760357.496,room_09,1776760357.493,1776760357.496,3.154,room_temperature_mp
1776760357.601,room_10,1776760357.595,1776760357.601,5.241,room_temperature_mp
1776760357.701,room_11,1776760357.697,1776760357.701,4.308,room_temperature_mp
